sample_id,theta_ej_0,nu_theta_ej_M
0,2.2389698028564453,-0.06464377045631409
1,2.5391921997070312,-0.03174721822142601
2,1.6109485626220703,-0.1661955863237381
3,2.63458514213562,-0.003914011176675558
4,2.4635090827941895,-0.02910761535167694
5,2.046943426132202,-0.08857420831918716
6,2.3840794563293457,-0.0358855240046978
7,1.0070521831512451,-0.28762125968933105
8,2.100038528442383,-0.08513346314430237
9,2.63458514213562,-0.003914011176675558
10,1.601986289024353,-0.18592242896556854
11,1.777148962020874,-0.1367044448852539
12,2.377708911895752,-0.044819291681051254
13,1.8514630794525146,-0.10693925619125366
14,2.061556816101074,-0.09340181201696396
15,1.8932874202728271,-0.12086748331785202
16,2.347665786743164,-0.029120473191142082
17,1.8514630794525146,-0.10693925619125366
18,2.6525282859802246,-0.017773279920220375
19,2.004256248474121,-0.07851787656545639
20,1.4286526441574097,-0.18532642722129822
21,2.6144778728485107,-0.0027111447416245937
22,1.4300414323806763,-0.21042229235172272
23,2.2772810459136963,-0.05832165852189064
24,1.6495784521102905,-0.16406796872615814
25,2.5427637100219727,-0.015394196845591068
26,2.004256248474121,-0.07851787656545639
27,1.6208536624908447,-0.16179010272026062
28,2.181973934173584,-0.0793163999915123
29,2.061556816101074,-0.09340181201696396
30,2.377708911895752,-0.044819291681051254
31,2.5416321754455566,-0.026120224967598915
32,1.275357723236084,-0.25381579995155334
33,2.53204607963562,-0.030224427580833435
34,1.6207938194274902,-0.17683644592761993
35,1.8514630794525146,-0.10693925619125366
36,1.9392881393432617,-0.09493608772754669
37,2.347665786743164,-0.029120473191142082
38,2.3640477657318115,-0.04823068156838417
39,1.4954711198806763,-0.18575124442577362
40,2.5416321754455566,-0.026120224967598915
41,2.0401172637939453,-0.09196104854345322
42,1.9512176513671875,-0.10772933065891266
43,1.9392881393432617,-0.09493608772754669
44,2.2516448497772217,-0.07519350945949554
45,2.2696640491485596,-0.07043486088514328
46,2.2902073860168457,-0.05046558380126953
47,1.601986289024353,-0.18592242896556854
48,2.6211001873016357,-0.00846316758543253
49,2.53204607963562,-0.030224427580833435
50,1.737192988395691,-0.1519051492214203
51,1.6834039688110352,-0.15225625038146973
52,2.330265760421753,-0.055962882936000824
53,1.6207938194274902,-0.17683644592761993
54,2.9608683586120605,-0.0019540339708328247
55,1.939432978630066,-0.1075437143445015
56,2.7153122425079346,-0.010240156203508377
57,1.6122081279754639,-0.20821988582611084
58,1.0555247068405151,-0.2699451446533203
59,2.4577507972717285,-0.051497019827365875
60,2.09980845451355,-0.08886440843343735
61,2.7072415351867676,-0.0016905202064663172
62,1.3642891645431519,-0.2550368010997772
63,2.653585195541382,-0.014322620816528797
64,2.141552209854126,-0.07986430823802948
65,2.1560068130493164,-0.07857131958007812
66,1.8710384368896484,-0.12699460983276367
67,1.7600998878479004,-0.14131559431552887
68,1.275357723236084,-0.25381579995155334
69,1.6264879703521729,-0.15081197023391724
70,2.6457438468933105,-0.014397575519979
71,1.4180241823196411,-0.2108483910560608
72,2.0505716800689697,-0.09491418302059174
73,1.3959758281707764,-0.19759410619735718
74,2.5622432231903076,-0.013562588952481747
75,1.4253357648849487,-0.19977912306785583
76,1.9589271545410156,-0.10724558681249619
77,1.3080025911331177,-0.2559797763824463
78,1.4253357648849487,-0.19977912306785583
79,1.9151930809020996,-0.1220279186964035
80,1.8707551956176758,-0.1005229577422142
81,2.328547477722168,-0.05416267737746239
82,2.234201431274414,-0.07641128450632095
83,2.0588977336883545,-0.08664204925298691
84,1.1195274591445923,-0.2672001123428345
85,1.502249836921692,-0.20174895226955414
86,1.4740633964538574,-0.19133807718753815
87,2.004256248474121,-0.07851787656545639
88,2.09980845451355,-0.08886440843343735
89,2.076953172683716,-0.07194774597883224
90,1.8514630794525146,-0.10693925619125366
91,2.6525282859802246,-0.017773279920220375
92,2.712188482284546,-0.013730773702263832
93,2.1267778873443604,-0.07431337237358093
94,2.347665786743164,-0.029120473191142082
95,1.7991113662719727,-0.1454562246799469
96,1.6264879703521729,-0.15081197023391724
97,1.9287440776824951,-0.10953205078840256
98,1.7216532230377197,-0.13727925717830658
99,1.5112055540084839,-0.18699011206626892
100,2.6144778728485107,-0.0027111447416245937
