sample_id,theta_ej_0,nu_theta_ej_M
0,1.31926429271698,-0.2200707644224167
1,2.1327033042907715,-0.07822223752737045
2,2.5655531883239746,-0.029449786990880966
3,1.490935206413269,-0.1798367202281952
4,2.128375768661499,-0.08978322148323059
5,1.2743990421295166,-0.2541733384132385
6,1.4416860342025757,-0.22770878672599792
7,2.680565357208252,-0.005138607695698738
8,1.2128715515136719,-0.26994597911834717
9,1.6534624099731445,-0.15562601387500763
10,2.0196683406829834,-0.10950841754674911
11,2.4597771167755127,-0.030702773481607437
12,2.5655531883239746,-0.029449786990880966
13,2.077657699584961,-0.08172781020402908
14,2.4843740463256836,-0.025590602308511734
15,2.5655531883239746,-0.029449786990880966
16,2.9699766635894775,-0.004203690215945244
17,2.4692440032958984,-0.022304458543658257
18,1.4243495464324951,-0.21737036108970642
19,2.4304089546203613,-0.03587133437395096
20,1.501276969909668,-0.2182619869709015
21,1.6312803030014038,-0.1616344302892685
22,1.5028612613677979,-0.19811713695526123
23,2.0601449012756348,-0.08517634123563766
24,1.916896939277649,-0.09909901767969131
25,2.1486904621124268,-0.08817321807146072
26,1.9127345085144043,-0.11341167241334915
27,1.8335175514221191,-0.13117480278015137
28,1.6468806266784668,-0.17753475904464722
29,2.5325379371643066,-0.044998034834861755
30,2.006025791168213,-0.09772791713476181
31,2.3339200019836426,-0.031166423112154007
32,1.9674441814422607,-0.10247521102428436
33,1.6015985012054443,-0.17825590074062347
34,1.31926429271698,-0.2200707644224167
35,2.1720314025878906,-0.07324135303497314
36,1.9414016008377075,-0.0911296159029007
37,1.2128715515136719,-0.26994597911834717
38,1.3650214672088623,-0.20771880447864532
39,2.435137987136841,-0.047745659947395325
40,2.680565357208252,-0.005138607695698738
41,2.330500364303589,-0.027451075613498688
42,1.5974136590957642,-0.1651320904493332
43,1.8920698165893555,-0.11731590330600739
44,2.0378801822662354,-0.09641911834478378
45,1.9414016008377075,-0.0911296159029007
46,1.1039021015167236,-0.28384682536125183
47,1.8920698165893555,-0.11731590330600739
48,1.767846941947937,-0.1270170360803604
49,1.1687220335006714,-0.2747907042503357
50,2.106546640396118,-0.08952317386865616
51,1.8399443626403809,-0.10838176310062408
52,2.435137987136841,-0.047745659947395325
53,1.7608157396316528,-0.12738844752311707
54,1.6517101526260376,-0.15946975350379944
55,2.5325379371643066,-0.044998034834861755
56,2.5396206378936768,-0.008213834837079048
57,2.0378801822662354,-0.09641911834478378
58,2.6783878803253174,-0.0020961652044206858
59,2.474808692932129,-0.04109703376889229
60,1.5112661123275757,-0.16947147250175476
61,2.6155779361724854,-0.02103395015001297
62,1.1039021015167236,-0.28384682536125183
63,2.527195930480957,-0.05198958143591881
64,2.680565357208252,-0.005138607695698738
65,2.501955509185791,-0.03193693608045578
66,1.490935206413269,-0.1798367202281952
67,2.2633492946624756,-0.010460550896823406
68,2.512028455734253,-0.024311473593115807
69,1.3809014558792114,-0.2292291224002838
70,1.1713392734527588,-0.2545661926269531
71,1.4688085317611694,-0.18686185777187347
72,2.4745724201202393,-0.03078683465719223
73,2.4692440032958984,-0.022304458543658257
74,1.2113385200500488,-0.230193629860878
75,2.0093204975128174,-0.0927148163318634
76,1.7516194581985474,-0.13584144413471222
77,1.8920698165893555,-0.11731590330600739
78,2.2951364517211914,-0.05122683197259903
79,2.527195930480957,-0.05198958143591881
80,2.5396206378936768,-0.008213834837079048
81,1.5163019895553589,-0.21094179153442383
82,1.930300235748291,-0.11442455649375916
83,1.8768067359924316,-0.11476758867502213
84,2.6893820762634277,-0.010807029902935028
85,2.3339200019836426,-0.031166423112154007
86,1.1039021015167236,-0.28384682536125183
87,1.991094946861267,-0.09959767758846283
88,2.474808692932129,-0.04109703376889229
89,1.2424343824386597,-0.24627700448036194
90,1.543115258216858,-0.1819095015525818
91,1.6853868961334229,-0.15023836493492126
92,1.6929303407669067,-0.15942032635211945
93,1.3764091730117798,-0.23233117163181305
94,1.7011140584945679,-0.14185687899589539
95,2.6893820762634277,-0.010807029902935028
96,2.4247334003448486,-0.05654647946357727
97,1.9568095207214355,-0.10961417853832245
98,1.9206583499908447,-0.09654125571250916
99,1.1039021015167236,-0.28384682536125183
100,2.6804609298706055,-0.0030105977784842253
101,2.5655531883239746,-0.029449786990880966
102,1.6853868961334229,-0.15023836493492126
103,1.5311651229858398,-0.17827145755290985
104,1.9414016008377075,-0.0911296159029007
105,2.4597771167755127,-0.030702773481607437
106,1.7516194581985474,-0.13584144413471222
107,2.367568016052246,-0.04638234153389931
108,2.486644744873047,-0.02564685419201851
109,2.333402156829834,-0.055628012865781784
110,1.5953686237335205,-0.17221909761428833
111,2.6937897205352783,-0.028592964634299278
112,2.3339200019836426,-0.031166423112154007
113,1.6853868961334229,-0.15023836493492126
114,2.331272602081299,-0.030912652611732483
115,2.617323875427246,-0.028225582093000412
116,2.724431037902832,-0.018973713740706444
117,2.106546640396118,-0.08952317386865616
118,1.1706658601760864,-0.2777181565761566
119,1.9549509286880493,-0.10205718874931335
120,1.9414016008377075,-0.0911296159029007
121,2.1553244590759277,-0.07342788577079773
122,1.1687220335006714,-0.2747907042503357
123,1.7608157396316528,-0.12738844752311707
124,2.5058493614196777,-0.040642350912094116
125,2.630619525909424,-0.007619086652994156
126,1.543115258216858,-0.1819095015525818
127,1.8980767726898193,-0.11043406277894974
128,1.7516194581985474,-0.13584144413471222
129,1.1039021015167236,-0.28384682536125183
130,1.7456659078598022,-0.16722479462623596
131,2.7706499099731445,-0.014830491505563259
132,2.2790069580078125,-0.05112610012292862
133,2.043818473815918,-0.12870562076568604
134,1.767846941947937,-0.1270170360803604
135,2.483173370361328,-0.0360773541033268
136,2.1594321727752686,-0.07539436221122742
137,1.5953686237335205,-0.17221909761428833
138,1.320756435394287,-0.22052545845508575
139,2.330500364303589,-0.027451075613498688
140,1.3809014558792114,-0.2292291224002838
141,2.3305370807647705,-0.020253650844097137
142,2.7247745990753174,-0.008166385814547539
143,1.767846941947937,-0.1270170360803604
144,1.5953686237335205,-0.17221909761428833
145,2.363797187805176,-0.06503013521432877
146,2.512028455734253,-0.024311473593115807
147,1.2022719383239746,-0.27583447098731995
148,2.2790069580078125,-0.05112610012292862
149,1.817833662033081,-0.11998260766267776
150,2.0378801822662354,-0.09641911834478378
151,2.201371192932129,-0.06459495425224304
152,1.2113385200500488,-0.230193629860878
153,2.0601449012756348,-0.08517634123563766
154,2.241445302963257,-0.03963874652981758
155,2.201371192932129,-0.06459495425224304
156,2.006025791168213,-0.09772791713476181
157,2.2597265243530273,-0.037664834409952164
158,1.9127345085144043,-0.11341167241334915
159,2.2790069580078125,-0.05112610012292862
160,1.3809014558792114,-0.2292291224002838
161,2.6155779361724854,-0.02103395015001297
162,2.7419769763946533,-0.017496520653367043
163,1.930300235748291,-0.11442455649375916
164,2.1553244590759277,-0.07342788577079773
165,1.5953686237335205,-0.17221909761428833
166,1.6312803030014038,-0.1616344302892685
167,1.2128715515136719,-0.26994597911834717
168,2.724431037902832,-0.018973713740706444
169,1.2835609912872314,-0.25003132224082947
170,1.6095260381698608,-0.15985433757305145
171,1.8920698165893555,-0.11731590330600739
172,1.4279197454452515,-0.19432510435581207
173,1.767846941947937,-0.1270170360803604
174,2.3566555976867676,-0.059673335403203964
175,2.197997570037842,-0.07846859097480774
176,2.1327033042907715,-0.07822223752737045
177,2.197997570037842,-0.07846859097480774
178,1.8768067359924316,-0.11476758867502213
179,2.1720314025878906,-0.07324135303497314
180,1.9026669263839722,-0.11266844719648361
181,1.2364951372146606,-0.22247280180454254
182,2.548848867416382,-0.037127960473299026
183,2.220839500427246,-0.06308358907699585
184,1.2364951372146606,-0.22247280180454254
185,1.2383503913879395,-0.2715608775615692
186,2.3339200019836426,-0.031166423112154007
187,2.4878995418548584,-0.02077830396592617
188,2.1505331993103027,-0.06664223968982697
189,2.233018636703491,-0.05658048763871193
190,2.7706499099731445,-0.014830491505563259
191,1.4416860342025757,-0.22770878672599792
192,2.1283578872680664,-0.08384102582931519
193,2.4247334003448486,-0.05654647946357727
194,1.31926429271698,-0.2200707644224167
195,2.2633492946624756,-0.010460550896823406
196,2.1019904613494873,-0.08287942409515381
197,2.4363455772399902,-0.02543826214969158
198,2.0196683406829834,-0.10950841754674911
199,1.5722161531448364,-0.17373894155025482
