sample_id,theta_ej_0,nu_theta_ej_M
0,2.694732666015625,-0.00849425233900547
1,1.9719706773757935,-0.10433021187782288
2,2.5975117683410645,-0.019789911806583405
3,1.863252878189087,-0.12254752218723297
4,2.6476197242736816,-0.014333986677229404
5,1.7923641204833984,-0.13204914331436157
6,2.104261636734009,-0.08637594431638718
7,1.5534120798110962,-0.17487508058547974
8,1.8779139518737793,-0.11555709689855576
9,1.530544638633728,-0.17828749120235443
10,1.9279054403305054,-0.11146561056375504
11,2.6526215076446533,-0.007080757059156895
12,1.9848297834396362,-0.1029679924249649
13,2.547356128692627,-0.026125794276595116
14,2.5946271419525146,-0.021848006173968315
15,1.7912828922271729,-0.13179253041744232
16,1.9330285787582397,-0.10227855294942856
17,2.6205828189849854,-0.012981672771275043
18,3.0401852130889893,-0.002875057514756918
19,1.2393745183944702,-0.2455286830663681
20,2.598146438598633,-0.01784152165055275
21,2.2231521606445312,-0.0662541389465332
22,1.081176996231079,-0.27748194336891174
23,1.2995301485061646,-0.22789791226387024
24,2.7072482109069824,-0.006563887000083923
25,2.8446123600006104,-0.0002766932302620262
26,1.4486675262451172,-0.1956755816936493
27,1.9081352949142456,-0.11616985499858856
28,2.2124571800231934,-0.06785614043474197
29,2.0852158069610596,-0.08711603283882141
30,2.3759920597076416,-0.047329578548669815
31,2.5772764682769775,-0.023054057732224464
32,1.5881866216659546,-0.16648370027542114
33,1.9278432130813599,-0.11107757687568665
34,2.3769240379333496,-0.04561585560441017
35,1.6347858905792236,-0.15930983424186707
36,1.3671164512634277,-0.21172715723514557
37,2.287933826446533,-0.05978550761938095
38,1.595461130142212,-0.16679386794567108
39,2.279130458831787,-0.05412214994430542
40,2.1653945446014404,-0.07401759922504425
41,2.534064769744873,-0.0282653346657753
42,2.4344687461853027,-0.039341043680906296
43,1.6347858905792236,-0.15930983424186707
44,2.547356128692627,-0.026125794276595116
45,2.3728220462799072,-0.04379654675722122
46,2.6455960273742676,-0.013665172271430492
47,2.8374431133270264,-0.0014532484347000718
48,2.6271655559539795,-0.01452752947807312
49,1.6244471073150635,-0.16029176115989685
50,2.066150665283203,-0.08310465514659882
51,1.3776164054870605,-0.21154582500457764
52,2.2231521606445312,-0.0662541389465332
53,2.705688714981079,-0.007690236438065767
54,2.2173876762390137,-0.06954547762870789
55,2.4649367332458496,-0.029959678649902344
56,2.2833306789398193,-0.06311286240816116
57,2.380894660949707,-0.04796402528882027
58,2.3752024173736572,-0.048557210713624954
59,2.7438464164733887,-0.0024668399710208178
60,2.515563488006592,-0.030569741502404213
61,1.898939609527588,-0.11594494432210922
62,1.9848297834396362,-0.1029679924249649
63,2.287933826446533,-0.05978550761938095
64,1.4841151237487793,-0.18659770488739014
65,1.0655548572540283,-0.28290820121765137
66,2.1346018314361572,-0.08060335367918015
67,2.5685036182403564,-0.02481892518699169
68,2.4301187992095947,-0.04203958436846733
69,2.537104845046997,-0.026808729395270348
70,2.3269946575164795,-0.05549004301428795
71,2.13751220703125,-0.07191786170005798
72,2.39174747467041,-0.034818731248378754
73,1.0245959758758545,-0.2904756963253021
74,2.577733039855957,-0.02127138152718544
75,2.1004209518432617,-0.08052574843168259
76,2.705688714981079,-0.007690236438065767
77,2.6151344776153564,-0.01576862297952175
78,2.345968008041382,-0.0503586120903492
79,2.5256550312042236,-0.02865694649517536
80,1.3659536838531494,-0.21556375920772552
81,2.3656580448150635,-0.04779014363884926
82,1.5881866216659546,-0.16648370027542114
83,2.2833306789398193,-0.06311286240816116
84,1.6127640008926392,-0.16601760685443878
85,2.532175302505493,-0.027260880917310715
86,1.8328039646148682,-0.12706416845321655
