sample_id,theta_ej_0,nu_theta_ej_M,nu_theta_ej_z,mu_beta
0,3.0328653859833876,-0.22734272768503375,2.1759933614074196,0.22577304198062673
1,3.0852132663317833,-0.17011619463347952,-2.3342633435645954,0.22696813651018347
2,2.5509467407118933,-0.2618722515153215,0.11715527216528443,0.3649467067715176
3,5.365031973323205,-0.2531187133898847,2.042761314370713,0.2559316693656509
4,3.174696654831391,-0.1675827149931241,-1.8944365985223361,1.0646433366582637
5,2.928193629270111,-0.18399397961764125,-2.814535175781451,0.2944466598422352
6,5.706052964218215,-0.027950859307073472,1.750369763329041,0.44587845166463086
7,2.9552685732605117,-0.15773964713484426,-1.503028509874822,0.392130940090187
8,4.45862377390476,-0.24458964583801054,2.445428514641069,1.4475145900071684
9,3.6179158037032075,-0.14212320092422318,2.33020327941571,1.4253352593782358
10,1.923306361353665,-0.29555364936322637,2.548992249591895,0.42270279129506616
11,4.307609183780372,-0.14724238524253805,-1.5673045968563104,0.5874534204212515
12,1.7696205824814428,-0.04072139225942123,2.373382466028093,0.2703235886060468
13,4.1675582436255265,-0.25035457989886617,-1.8634583985837698,0.7624356050176019
14,3.7885347945013272,-0.015549443923428163,1.8987036302427054,1.0267249077547032
15,2.7211275686474523,-0.24785880901092544,2.1246291035907037,0.4678012679720577
16,2.3395008586508785,-0.1693785644069052,-0.952788715963822,0.20031874335395564
17,3.8585460483729346,-0.052175495709690684,0.020403908992279618,0.4654084999837343
18,2.160165086093118,-0.10451065138368426,-1.6949479506756489,0.5758104453091671
19,1.8517638125441263,-0.0846688073158319,-1.0161894501913566,0.8218215870415627
20,3.03720224023271,-0.22624514631800735,1.5870301436332106,0.5275555620234906
21,5.079581400709509,-0.26022568324273415,-2.4715122803290503,1.3767151565406175
22,2.0586427018349847,-0.19507666102664978,-1.722815500198185,1.4416870194307059
23,4.16017479692373,-0.08102196649738999,1.5145419325364244,0.9613665790340045
24,3.009464384814327,-0.052558532322904306,0.2258880950624773,1.3999757826494779
25,4.8829292894632195,-0.07483996218597391,0.6429070799813852,0.18143222446475174
26,1.3918179497246825,-0.17390329848261765,-1.7434005644280997,0.7648112116438991
27,2.8572470096726184,-0.11743906837652943,2.1069845996770837,0.8583948786738659
28,4.744554611656145,-0.14919767202446735,-2.390224574238066,0.728081890982837
29,5.083882633920128,-0.27473854763551087,-0.047864634508803405,0.24068294691556022
30,3.3441364325172476,-0.2213961395421708,-0.3142220158577387,0.4360333477294934
31,5.851261769834628,-0.2667386385198874,1.3413702592223702,1.0741373551912858
32,1.9316815256304847,-0.2650385715973084,-0.7264659967629035,1.1185183102492529
33,4.030587734171387,-0.11204541296849177,1.6978166583286791,0.4475175466606685
34,5.495779581115041,-0.026740094594086605,1.1195733218096349,0.31153797274632267
35,2.053835652467436,-0.13675127184728345,2.972892351072069,0.3020830237695866
36,1.2992722540353436,-0.26003798465437095,-2.1742425429769714,0.9046950231843647
37,1.9757728997959032,-0.2657511654275517,-2.610959888243176,0.15335687084783067
38,3.744570469683056,-0.13787134712799176,-0.3435962716022405,0.12144780366322178
39,3.62696622983363,-0.01140350309386845,0.6132538348752155,1.0030062847512067
40,3.7455175211290235,-0.01742953918081791,-2.8673244019348747,0.6140213327761399
41,1.9556544209356186,-0.03574325143366219,2.931408033971989,0.284674067246451
42,1.5019370691432485,-0.2884240430192398,0.6551309897582192,0.4623373953424514
