sample_id,theta_ej_0,nu_theta_ej_M
0,1.7733010053634644,-0.14387443661689758
1,1.6577768325805664,-0.15705406665802002
2,1.8654060363769531,-0.11941951513290405
3,2.154679536819458,-0.08029770106077194
4,1.446597695350647,-0.1549835503101349
5,2.1349456310272217,-0.08256915956735611
6,2.151352882385254,-0.09210185706615448
7,2.1900298595428467,-0.048742473125457764
8,1.6067020893096924,-0.16718022525310516
9,1.9863038063049316,-0.09003828465938568
10,1.7986412048339844,-0.12830786406993866
11,1.9744365215301514,-0.11000747233629227
12,2.2063775062561035,-0.07712242007255554
13,1.7349283695220947,-0.13691598176956177
14,1.981197714805603,-0.10274937003850937
15,2.1853041648864746,-0.05128886550664902
16,1.446597695350647,-0.1549835503101349
17,1.3983466625213623,-0.20747226476669312
18,1.881117343902588,-0.11508241295814514
19,1.6918115615844727,-0.1366513967514038
20,1.806929588317871,-0.1402050405740738
21,1.9395639896392822,-0.10214226692914963
22,2.352773904800415,-0.08104860782623291
23,1.7767711877822876,-0.10964006185531616
24,2.71278715133667,-0.031729862093925476
25,1.9931080341339111,-0.10388703644275665
26,2.45847749710083,-0.05054943263530731
27,1.9187798500061035,-0.1245526373386383
28,2.0718297958374023,-0.08203703165054321
29,2.0803890228271484,-0.07671895623207092
30,2.073410749435425,-0.08341514319181442
31,1.7767711877822876,-0.10964006185531616
32,2.194321393966675,-0.07717504352331161
33,1.6712957620620728,-0.11937539279460907
34,1.7986412048339844,-0.12830786406993866
35,1.881117343902588,-0.11508241295814514
36,2.169156074523926,-0.06954749673604965
37,2.2276711463928223,-0.05754181742668152
38,2.1822104454040527,-0.08984394371509552
39,2.3492777347564697,-0.04362159222364426
40,1.46079683303833,-0.20209667086601257
41,1.9326144456863403,-0.10458037257194519
42,2.232753276824951,-0.058587707579135895
43,1.993802547454834,-0.09450673311948776
44,1.9739460945129395,-0.09510160982608795
45,1.7349283695220947,-0.13691598176956177
46,1.4080137014389038,-0.18115876615047455
47,1.9546215534210205,-0.1007591262459755
48,1.8665913343429565,-0.11161848157644272
49,2.3492777347564697,-0.04362159222364426
50,2.077721357345581,-0.08241838216781616
51,2.101773738861084,-0.08392180502414703
52,2.002190113067627,-0.09605523943901062
53,2.4920191764831543,-0.010330945253372192
54,2.1028904914855957,-0.0921056866645813
55,2.1280083656311035,-0.08288474380970001
56,1.6712957620620728,-0.11937539279460907
57,2.169156074523926,-0.06954749673604965
58,2.1082963943481445,-0.09949305653572083
59,1.6175256967544556,-0.16373272240161896
60,2.4709389209747314,-0.019735902547836304
61,2.0223186016082764,-0.08671221137046814
62,2.0573506355285645,-0.06049078702926636
63,2.2306056022644043,-0.0643080472946167
64,1.7767711877822876,-0.10964006185531616
65,1.313869833946228,-0.20087429881095886
66,2.051604747772217,-0.0944993793964386
67,1.9744365215301514,-0.11000747233629227
68,2.127227544784546,-0.09926414489746094
69,1.313869833946228,-0.20087429881095886
70,1.9379611015319824,-0.10205012559890747
71,2.1235625743865967,-0.11116683483123779
72,2.2646288871765137,-0.05069470405578613
73,1.6162346601486206,-0.16980230808258057
74,1.7606602907180786,-0.13731001317501068
75,1.2037105560302734,-0.24871237576007843
76,2.237065076828003,-0.08775675296783447
77,1.909424066543579,-0.11155922710895538
78,1.9739460945129395,-0.09510160982608795
79,2.0585172176361084,-0.11374831944704056
80,1.9395639896392822,-0.10214226692914963
81,1.1794135570526123,-0.23536986112594604
82,1.641296625137329,-0.17878204584121704
83,1.1529207229614258,-0.25235581398010254
84,2.151352882385254,-0.09210185706615448
85,2.258502960205078,-0.0805925726890564
86,2.0630152225494385,-0.0831005871295929
87,1.1794135570526123,-0.23536986112594604
88,2.1056981086730957,-0.044635310769081116
89,2.034231662750244,-0.0926385372877121
90,1.909424066543579,-0.11155922710895538
91,2.051030158996582,-0.08538150787353516
92,1.9648783206939697,-0.09881024807691574
