sample_id,theta_ej_0,nu_theta_ej_M
0,2.016138792037964,-0.09787631034851074
1,1.976214051246643,-0.10078452527523041
2,1.8525915145874023,-0.10918723791837692
3,2.010498285293579,-0.0971628800034523
4,1.661182165145874,-0.14854039251804352
5,1.8931825160980225,-0.11805935204029083
6,1.2068467140197754,-0.23751036822795868
7,2.4889822006225586,-0.040872976183891296
8,2.7442853450775146,-0.016213728114962578
9,2.0171194076538086,-0.09878481179475784
10,1.991824984550476,-0.10246057063341141
11,2.1887824535369873,-0.07275649905204773
12,1.268399715423584,-0.22751517593860626
13,2.0083022117614746,-0.09850984811782837
14,1.994248867034912,-0.0990738570690155
15,2.7598154544830322,-0.01104198582470417
16,2.1887824535369873,-0.07275649905204773
17,2.7231030464172363,-0.019656090065836906
18,1.5093249082565308,-0.17784380912780762
19,1.8588476181030273,-0.11252179741859436
20,2.4889822006225586,-0.040872976183891296
21,2.0064492225646973,-0.09658074378967285
22,1.9784575700759888,-0.09383073449134827
23,2.622476577758789,-0.02816009894013405
24,2.06076717376709,-0.09060696512460709
25,2.513277769088745,-0.03556074947118759
26,1.994248867034912,-0.0990738570690155
27,2.7133193016052246,-0.01593380980193615
28,2.615006446838379,-0.024218514561653137
29,2.1898608207702637,-0.07250195741653442
30,2.6593096256256104,-0.016291150823235512
31,2.4818553924560547,-0.03972708806395531
32,2.668056011199951,-0.022815164178609848
33,1.2847346067428589,-0.2173641473054886
34,2.7318291664123535,-0.016657790169119835
35,2.2078559398651123,-0.07735957205295563
36,2.3148679733276367,-0.058638714253902435
37,2.4818553924560547,-0.03972708806395531
38,1.979552984237671,-0.10474689304828644
39,2.0178141593933105,-0.09545043110847473
40,2.295097589492798,-0.060436975210905075
41,2.011472702026367,-0.09985646605491638
42,1.7185368537902832,-0.14784012734889984
43,1.9933444261550903,-0.09919590502977371
44,2.0262861251831055,-0.094842828810215
45,2.3148679733276367,-0.058638714253902435
46,1.6772843599319458,-0.14228910207748413
47,2.578298330307007,-0.03693011403083801
48,2.303863048553467,-0.06363192200660706
49,1.977660059928894,-0.10467959940433502
50,1.3531359434127808,-0.2052181512117386
51,2.313795804977417,-0.06141558289527893
52,1.977660059928894,-0.10467959940433502
53,2.6556077003479004,-0.021074797958135605
54,1.984023094177246,-0.10580860078334808
55,2.070086717605591,-0.07903245091438293
56,2.190664768218994,-0.07658256590366364
57,2.4889822006225586,-0.040872976183891296
58,2.7231030464172363,-0.019656090065836906
59,2.183149576187134,-0.07766759395599365
60,1.9938921928405762,-0.0982045978307724
61,2.3267247676849365,-0.05950901657342911
