sample_id,theta_ej_0,nu_theta_ej_M
0,2.273916244506836,-0.08077411353588104
1,2.4684906005859375,-0.03229902684688568
2,1.6971790790557861,-0.2146361619234085
3,2.5587620735168457,-0.13073980808258057
4,2.0575990676879883,-0.09382134675979614
5,1.9983196258544922,-0.09473966807126999
6,1.9024369716644287,-0.07426675409078598
7,2.4964044094085693,-0.1402345895767212
8,2.235274314880371,-0.08950445055961609
9,1.9983196258544922,-0.09473966807126999
10,2.366166114807129,-0.13470721244812012
11,2.6241064071655273,-0.11453208327293396
12,2.527527332305908,-0.11196064949035645
13,2.5587620735168457,-0.13073980808258057
14,2.4750750064849854,-0.11188666522502899
15,2.3942904472351074,-0.09318731725215912
16,1.918811559677124,-0.09429454803466797
17,1.8981974124908447,-0.08619119226932526
18,2.530897855758667,-0.11637753993272781
19,2.14235782623291,-0.0900140106678009
20,2.4870245456695557,-0.11668910086154938
21,2.206521987915039,-0.1027832180261612
22,2.156635046005249,-0.08904745429754257
23,2.4720873832702637,-0.10729001462459564
24,2.4896414279937744,-0.10636995732784271
25,2.18477725982666,-0.09209804236888885
26,1.9773012399673462,-0.08011909574270248
27,1.9268972873687744,-0.09652086347341537
28,1.1539161205291748,-0.21890419721603394
29,1.9365257024765015,-0.09928885102272034
30,2.290480375289917,-0.09036240726709366
31,1.688704490661621,-0.07056651264429092
32,2.308499574661255,-0.1105605959892273
33,1.4285151958465576,-0.22477826476097107
34,2.2624263763427734,-0.1135878935456276
35,2.1887025833129883,-0.08171862363815308
36,2.3660497665405273,-0.09693378210067749
37,1.4285151958465576,-0.22477826476097107
38,2.453558921813965,-0.13384737074375153
39,1.8664827346801758,-0.11006413400173187
40,1.902734398841858,-0.07381574809551239
41,2.4204349517822266,-0.09774120151996613
42,1.8115580081939697,-0.09784691780805588
43,1.6971790790557861,-0.2146361619234085
44,2.366166114807129,-0.13470721244812012
45,2.5023269653320312,-0.1127173900604248
46,2.090468406677246,-0.09159673750400543
47,1.8618096113204956,-0.08251163363456726
48,2.290461540222168,-0.10146278887987137
49,1.688704490661621,-0.07056651264429092
50,2.0891199111938477,-0.08955694735050201
51,2.512575387954712,-0.10890412330627441
52,2.004375696182251,-0.07994740456342697
53,2.9211230278015137,-0.037622563540935516
54,2.18477725982666,-0.09209804236888885
