sample_id,theta_ej_0,nu_theta_ej_M
0,4.10863024346342,-0.2021426499655959
1,4.554534505197913,-0.19081127896570194
2,1.4692623959405067,-0.15519763261647668
3,1.642471255420629,-0.08642966316404224
4,4.7991791262134695,-0.2060537967316352
5,1.4789902552427527,-0.044706453209097774
6,5.817999136842484,-0.045402191069808806
7,4.373769994044075,-0.16290536596594704
8,4.6113849991811975,-0.07613665290758495
9,4.199300392321229,-0.10013221734768918
10,2.9516457669216365,-0.17853924393863074
11,2.3934297386868115,-0.041178678552730774
12,2.13827860499884,-0.02041809787349602
13,3.8018898398795367,-0.2944124122771815
14,1.6992767779122657,-0.28435870700344845
15,4.678108210435251,-0.08975855692690582
16,3.6779523150986257,-0.060679079584489315
17,1.1417472692037571,-0.07227180076829881
18,5.570799212121151,-0.021547228751622183
19,1.7274577704291059,-0.15037978017322345
20,3.3654295101402143,-0.04973579990059496
21,1.8564693970476198,-0.2054244639498125
22,1.9457592867995777,-0.28134846436702543
23,5.918164047273173,-0.1271041262282531
24,1.963251026280385,-0.05346567055021925
25,5.734521980794569,-0.29367563160529786
26,2.0486955091120866,-0.2008700930273723
27,4.531604624538206,-0.2506163955673388
28,2.0947394388018115,-0.05419765499444451
29,5.826294402688883,-0.2922227948786566
30,2.1186817821392703,-0.056945269874819404
31,1.150009780869491,-0.2377911295010941
32,4.568844124253074,-0.2911654167565909
33,2.3548614761849755,-0.0003714366933429414
34,3.5930926679858235,-0.07292436826824739
35,5.600340812571691,-0.11523807875549613
36,5.466842208297473,-0.26632106474308365
37,5.9806557491686405,-0.25115794025995086
38,5.697208274647103,-0.14320342205817754
39,1.6192309579219275,-0.11965900359534731
40,5.8985548395522915,-0.037654687656383135
41,1.5532791756053077,-0.2917101910059705
42,3.397365729368569,-0.012000480536330793
43,1.2481522822789275,-0.14481283235632245
44,5.595734054600745,-0.23321076163835858
45,5.455918674639747,-0.048323092379305765
46,5.887347697474852,-0.06782596709344946
47,4.380303484937233,-0.2039004433577858
48,3.0139057229802466,-0.1599493693617087
49,2.720025583506394,-0.007926910221413175
50,2.910617460024173,-0.26464889260806407
51,2.77240237846487,-0.2617101353898064
52,4.656786404989333,-0.11651884718213759
53,3.9277148355236253,-0.10056074302885096
54,2.4127761890360873,-0.2213516981043637
55,4.30744170347819,-0.2025450291064414
56,5.54849304838362,-0.02536513468691931
57,3.5383254751951383,-0.1614500614173235
58,1.0492536533990273,-0.18832779151569057
59,3.7136768325966276,-0.27510931677058864
60,4.588798434456875,-0.12804542324664006
61,2.8936584452607432,-0.12883872164551138
62,2.1210856510448095,-0.1415985825454169
63,2.842110032214831,-0.2727990000298624
64,3.401165721194041,-0.019814847402680857
65,2.0824328418638043,-0.02261192792100336
66,1.7760342428103322,-0.23974551418060674
67,1.256729762109173,-0.2704377089033175
68,3.1198929931411437,-0.1423534882161608
69,4.637652267836431,-0.22697746807027502
70,5.3748962893475385,-0.13879701546104575
71,3.876082868259771,-0.024031641386487057
72,5.273652301677754,-0.0470451237874423
73,3.025679755288748,-0.0360366633754266
74,5.800864968205935,-0.28771273709996537
75,4.871800114129535,-0.08795636956956232
76,3.0978391963457255,-0.2711598785059034
77,2.797663702339367,-0.2755073099284704
