sample_id,theta_ej_0,mu_beta
0,1.9814813137054443,0.6250824332237244
1,1.830736517906189,1.1899317502975464
2,2.0082502365112305,0.5046150088310242
3,2.3055245876312256,0.19157324731349945
4,1.8465378284454346,1.0552223920822144
5,2.003601312637329,0.5353992581367493
6,1.9697340726852417,0.6905322074890137
7,1.9218404293060303,0.9999634623527527
8,2.1938207149505615,0.29013025760650635
9,1.8592180013656616,1.2243075370788574
10,2.1892621517181396,0.2710902988910675
11,1.968014121055603,0.7778173685073853
12,1.8776174783706665,0.8729341626167297
13,1.9649577140808105,0.6566267013549805
14,2.027916669845581,0.5112582445144653
15,2.0274713039398193,0.5033300518989563
16,2.1122896671295166,0.3800126910209656
17,2.322291135787964,0.19812792539596558
18,1.8387781381607056,1.2892342805862427
19,1.9915956258773804,0.6033194661140442
20,1.9886597394943237,0.5997323393821716
21,1.8956685066223145,1.1505879163742065
22,1.7646688222885132,1.0623652935028076
23,2.0497851371765137,0.5075621604919434
24,2.14746356010437,0.36480098962783813
25,1.8922877311706543,0.7830101251602173
26,1.846289873123169,0.8826958537101746
27,1.9061870574951172,0.7736549377441406
28,1.876573920249939,0.9061238765716553
29,1.9005179405212402,0.7724766135215759
