sample_id,theta_ej_0,mu_beta
0,2.139829158782959,0.3763381242752075
1,2.2287981510162354,0.2893449068069458
2,2.1427934169769287,0.3768523931503296
3,2.1020090579986572,0.42293646931648254
4,2.1945669651031494,0.3319579064846039
5,1.846915364265442,1.0608829259872437
6,1.9526212215423584,0.7100643515586853
7,2.104249954223633,0.42740267515182495
8,1.8287855386734009,1.1660910844802856
9,1.7800610065460205,1.3844693899154663
10,1.8628727197647095,1.0576562881469727
11,2.169222354888916,0.35816097259521484
12,1.9460526704788208,0.7398315072059631
13,1.9008289575576782,0.9077625870704651
14,1.8605622053146362,1.1275359392166138
15,1.933948278427124,0.7625586986541748
16,1.8755568265914917,0.9924781918525696
17,1.877758502960205,0.9406971335411072
18,1.958483338356018,0.6887834668159485
19,1.953474521636963,0.7921114563941956
20,2.087190866470337,0.4718717336654663
21,2.1948630809783936,0.34047365188598633
22,2.0882740020751953,0.45139241218566895
23,1.9169541597366333,0.8193584680557251
24,2.157147169113159,0.38094040751457214
25,2.1864821910858154,0.30887651443481445
26,1.9842218160629272,0.604196310043335
27,1.7951343059539795,1.4505069255828857
28,2.312009334564209,0.19486592710018158
29,1.9440363645553589,0.7475706338882446
