sample_id,theta_ej_0,nu_theta_ej_M,nu_theta_ej_z,mu_beta
0,2.1106896730667883,-0.14970378003804571,-2.6014715163082425,0.5841260995958549
1,1.607394937322132,-0.19384264949280217,0.8191258253633231,0.3034614825002034
2,1.704838779019006,-0.23145387416314528,-2.405015241653286,1.3234131349124505
3,5.421833510089284,-0.015578570329129182,0.5174529400913364,0.8069926756983534
4,2.3688851145262015,-0.16223069290008502,-2.951634683388938,0.31419649130151645
5,2.9141717839077317,-0.20471281414946169,1.2350182728533987,1.1871404253288949
6,4.216646874843934,-0.03942092350505433,2.45373992025352,0.994919452172548
7,2.744757834806386,-0.08108708231699643,-0.9021014522193771,0.45862010217027793
8,3.7236402321717446,-0.022865089358860446,-1.0920783097633702,0.20871129626567025
9,3.1765136463374914,-0.05888805225168331,-1.5955449597200604,0.4074326574475812
10,2.2526091591931374,-0.04895672038765275,0.1345966117754367,0.657670324117286
11,3.4330114348375758,-0.25189361007955363,1.7404992452358412,1.0748727403252514
12,4.736594449985779,-0.1168919866216834,2.2339533514336223,0.7247270836699943
13,1.4465214431306141,-0.1273646863033672,0.3238905421467715,0.9033449681141816
14,4.579642936178903,-0.1812587934171911,-1.8104722935587025,0.5368776677616902
15,5.5442186402807545,-0.13329077665253983,-2.387436548565204,0.6514676719174475
16,1.8774457440639707,-0.295515616149468,0.7320972629013669,1.384080945398239
17,3.892618192538251,-0.09163808678524721,-2.038887589926964,1.2399774076526635
18,4.857684343953489,-0.24812277134363045,-1.6968812130258613,1.279112322209046
19,3.504326201799407,-0.002504790867082718,-0.06823257263822402,1.0071955357986426
20,5.00426602236165,-0.15703211345264056,-0.4150246876247552,0.09112305724771325
21,5.999269675010768,-0.27028818829403445,1.5894734554811567,1.1044602728045172
22,4.041055815610694,-0.10059977531544378,1.072403605570881,0.15968377225102912
23,5.28205282154288,-0.1731514998962128,2.6120782959438147,0.027936555167924627
24,4.465957500535906,-0.062070732482084834,2.934383878575021,1.4198457140853302
25,1.2490168222701312,-0.2187714693637729,-0.24847002854824618,1.4680117783185846
26,5.679406957200859,-0.26589671887173344,1.8095256057875,0.37927829791076767
27,2.6097294734114165,-0.2843678591400116,-1.2038827212134975,0.7663662465452761
28,1.0146549276506336,-0.07690502786964137,-0.6425630962393107,0.1280211083979455
29,3.005001589903461,-0.22915498338753096,2.1425100148316867,0.9520478903115333
